@relation P__Fall13_Perceptron_enron1_train

@attribute text string
@attribute @@class@@ {arff,ham,spam}

@data
'Subject: ami , , ,\r\nper our conversation , i would perfer the 2 , 000 difference be placed on the oba\r\nbetween lsp and teco ,\r\nbecause we requested to cut the flow .\r\nthanks ! !\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by tim powell / lsp / enserch / us on 06 / 27 / 2000\r\n10 : 58 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nami . chokshi @ enron . com on 06 / 27 / 2000 08 : 42 : 09 am\r\nto : tim powell / lsp / enserch / us @ tu\r\ncc : charlie stone / texas utilities @ tu , daren . j . farmer @ enron . com\r\nsubject :\r\nhey tim ,\r\nfor may 12 , our supply shows that 8 . 000 did flow even though you cut flow\r\nto 6 . 0 . let me know how you want to handle the situation . sorry for the\r\ninconvenience .\r\nami',ham
'Subject: enron actuals for june 26 , 2000\r\nteco tap 20 . 000 / enron ; 5 . 833 / hpl iferc ; 94 . 167 / hpl gas daily\r\nls hpl lsk ic 30 . 000 / enron',ham
'Subject: july noms\r\ndaren ,\r\nplease see the volume and action needed columns below : 50 , 158 mm has not\r\nbeen entered in sitara or path manager because deal tickets are needed .\r\nbob\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 27 / 2000 09 : 01\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : robert cotten 06 / 26 / 2000 09 : 02 am\r\nto : o \' neal d winfree / hou / ect @ ect , vance l taylor / hou / ect @ ect\r\ncc :\r\nsubject : july noms\r\no \' neal / vance ,\r\nthe following deals appear to have expired 6 / 30 / 00 :\r\ncounterparty sitara deal no . volume action needed\r\ncamoil 138822 161 pathed 6 / 27\r\ncody texas 305549 2 , 800 deal ticket\r\neex corp . 278748 14 , 213 \" \"\r\neex corp . 278770 1 , 710 pathed 6 / 27\r\nengage energy 278784 70 deal ticket\r\n278806 117 \" \"\r\n278821 657 \" \"\r\n278834 1 , 096 \" \"\r\ngoldston 225006 30 , 055 \" \"\r\nhydrocarbon lease 281540 1 , 000 \" \"\r\npetromac 138536 45 pathed 6 / 26\r\nsetex 132845 76 deal ticket\r\n138601 53 \" \"\r\nswift energy 279778 21 \" \"\r\ntexlan 138848 166 pathed 6 / 27\r\ni will need either new deal ticket ( s ) or roll the current ones in sitara .\r\nplease advise . thanks .\r\nbob',ham
'Subject: fw : grandma wassup\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by bryan hull / hou / ect on 06 / 28 / 2000 05 : 36 pm\r\n- - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : cecilia olvera\r\n06 / 28 / 2000 05 : 34 pm\r\nto : bryan hull / hou / ect @ ect\r\ncc :\r\nsubject : fw : grandma wassup\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by cecilia olvera / hou / ect on 06 / 28 / 2000\r\n05 : 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nalex saldana\r\n06 / 28 / 2000 02 : 33 pm\r\nto : \" sonya rodriguez \" @ enron , nere ,\r\n\" marissa merino \" , \" marivel mercado \"\r\n@ enron , \" martha real \" ,\r\n\" maria segura \" , juan lopez @ enron ,\r\nadriana saldana , \" alicia \" , \" leal ,\r\ndinorah \" , \" jerez , ernest \"\r\n, vanilapuf @ aol . com , smedina @ chartertitle . com ,\r\ncsal 314042 @ aol . com , stacie . saldivar @ chron . com , \" sandra martinez \"\r\n, cecilia . olvera @ enron . com , sm 45818 @ aol . com , andrea\r\nr guillen / hou / ect , dkovasovic @ aol . com , mbalderas @ chartertitle . com ,\r\nheather . choate @ enron . com\r\ncc :\r\nsubject : fw : grandma wassup\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by alex saldana / hou / ect on 06 / 28 / 2000 02 : 36\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n>\r\n>\r\n> >\r\n- grandma - wassup . mpg',ham
'Subject: july nominations at shell deer park\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 06 / 28 / 2000\r\n08 : 25 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" shankster jl ( luther ) \" on 06 / 28 / 2000 08 : 10 : 50 am\r\nto : \" \' lamphier , gary \' \"\r\ncc : \" buller , thomas \" , \" carter , john \"\r\n, \" ricks , ruth \" ,\r\nkyle . r . lilly @ enron . com , robert . e . lloyd @ enron . com\r\nsubject : july nominations at shell deer park\r\n> gary ,\r\n>\r\n> july 2000 nominations for gas delivery to shell deer park are as follows :\r\n>\r\n> firm baseload - 105 , 000 mmbtu / d\r\n> spot swing supply - 0 ( zero )\r\n>\r\n> delivery of the above contract quantities is expected to be as follows :\r\n>\r\n> hpl - hp hpl - e hpl - s\r\n> firm 40 , 000 mmbtu / d 35 , 000 mmbtu / d 30 , 000 mmbtu / d\r\n>\r\n> please let me know if you have any questions .\r\n>\r\n> j . luther shankster\r\n>\r\n> energy & utilities planning\r\n> phone : 713 / 241 - 4851\r\n> fax : 713 / 241 - 4599\r\ne - mail : jlshankster @ equiva . com\r\nhome page : http : / / rsweb',ham
'Subject: sitara availability - status update\r\nwe are still experiencing problems in bringing up the hardware from last\r\nnight \' s emergency outage . as of 5 : 30 am you cannot access the application .\r\nevery attempt is being made to rectify this problem . once the application is\r\navailable , please stay out of position manager and use cpr positions until\r\nyou have been notified .\r\nthank you for your cooperation .\r\nscott mills',ham
'Subject: hpl nom for july 1 , 2000\r\n( see attached file : hplo 701 . xls )\r\n- hplo 701 . xls',ham
'Subject: revised nom - yates energy\r\ndaren ,\r\nyates energy has revised their nom for 7 / 00 at meter # 6598 from 2 , 939 to\r\n3 , 096 ?\r\nbob',ham
'Subject: this is hillarious !\r\ntake a minute and call ( 800 ) 578 - 7453 and listen to the greeting of the brown\r\n& williamson tobacco company . at the point where you are asked to select an\r\nextension , hang up .\r\ndavid heineke\r\ndheineke @ tsteel . com',ham
'Subject: hpl nom for july 14 , 2000 revision # 1\r\nrevised nom at ls hpl - katy ! ! !\r\n( see attached file : hplo 714 . xls )\r\n- hplo 714 . xls',ham
'Subject: settelement request for an equistar \" buyback \" ticket with ena as\r\nshipper\r\nlee ask me to forward this note - mail to you . settlement is trying to close\r\ntoday thus , it is urgent that i get this resolved asap .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 14 / 2000\r\n10 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert e lloyd 07 / 14 / 2000 09 : 29 am\r\nto : lee l papayoti / hou / ect @ ect\r\ncc : anita luong / hou / ect @ ect , daren j farmer / hou / ect @ ect\r\nsubject : settelement request for an equistar \" buyback \" ticket with ena as\r\nshipper\r\ndaren wanted me to make this request to you for an equistar buyback ticket\r\non enron north america { ena } .\r\nequistar has nominated activity on ena for june and july 2000 production .\r\nsettlement seems to think a buyback ticket is necessary to properly account\r\nfor equistar \' s monthly activity .',ham
'Subject: hourly gas deals\r\nfyi . if you have any comments , please get them to tommy .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 07 / 17 / 2000\r\n04 : 54 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron technology\r\nfrom : tommy j yanowski 07 / 17 / 2000 11 : 08 am\r\nto : robert superty / hou / ect @ ect , brenda herod , edward d gottlob / hou / ect @ ect ,\r\ndonna greif\r\ncc : scott mills , dave nommensen , jeff johnson / corp / enron @ enron , romeo\r\nd \' souza / hou / ect @ ect\r\nsubject : hourly gas deals\r\nhere is a high level summary of our discussions last week . i believe that\r\nthe calculations listed below under option 1 show how hpl would like to\r\ncapture deals and see their postions all based on a 24 hour flow rate basis .\r\noption 2 shows what the values would look like under an hourly flow basis .\r\nbob : please review with the other trading directors and see if they also\r\nprefer to see everything on a 24 hour flow rate basis . thanks ! - tommy',ham
'Subject: enron actuals for july 14 thru 16 , 2000 revised\r\nami , , ,\r\nyou are correct .\r\njuly 16 teco tap 10 . 000 / enron 60 . 000 / hpl\r\niferc\r\nls hpl katy 30 . 000 / enron\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by tim powell / lsp / enserch / us on 07 / 17 / 2000\r\n02 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n( embedded tim powell\r\nimage moved 07 / 17 / 2000 12 : 55 pm\r\nto file : ( embedded image moved to file : pico 3757 . pcx )\r\npic 26392 . pcx )\r\nto : daren . j . farmer @ enron . com , crodrig @ ect . enron . com , melissa jones / texas\r\nutilities @ tu , charlie stone / texas utilities @ tu , gary green / texas\r\nutilities @ tu , ken english / lsp / enserch / us @ tu , ami _ chokshi @ enron . com ,\r\ngary _ hanks @ ect . enron . com , earl . tisdale @ enron . com\r\ncc :\r\nsubject : enron actuals for july 14 thru 16 , 2000\r\njuly 14 teco tap 10 . 000 / enron 60 . 000 / hpl iferc\r\nls hpl katy 30 . 000 / enron\r\njuly 15 teco tap 10 . 000 / enron 95 . 000 / hpl\r\niferc\r\nls hpl katy 30 . 000 / enron\r\njuly 16 teco tap 10 . 000 / enron 55 . 000 / hpl\r\niferc\r\nls hpl katy 30 . 000 / enron\r\n- pic 26392 . pcx\r\n- pico 3757 . pcx',ham
'Subject: re : deal # 339693 eol waha\r\nmary poorman\r\n07 / 24 / 2000 12 : 46 pm\r\nto : pat clynes / corp / enron @ enron\r\ncc :\r\nsubject : re : deal # 339693 eol waha\r\naquila split the volume between two points , that is why the deal changed .\r\nthe total volume was still correct . i just found out today , from stacie ,\r\nthat a buy on eol needs to be on the header and come from a pgev hub or title\r\ntracking agreement . i had previously been under the impression that\r\nwhatever pipeline the customer wanted , buy or sell , was fine with us .\r\nhowever , keeping the purchases on hub agmts . will save enron\r\n$ . 0025 / transaction and push all imbalances and fees to the supplier .\r\nmary',ham
'Subject: august 2000 iferc & sds noms .\r\nattached is the august 2000 nomination for our takes under the gas sales and\r\npurchase contract between txu fuels ( previously tufco ) and hpl resources co . ,\r\n( txu fuels contr . # 3949 ) , as well as our august 2000 nomination for takes\r\nunder\r\nthe gas sales and purchase contract between txu fuels and sds . please advise\r\nshould you have any questions concerning the attached .\r\nthanks ,\r\ncharlie\r\n( see attached file : minhplno 0 . xls ) ( see attached file : sdsnom . xls )\r\n- minhplno 0 . xls\r\n- sdsnom . xls',ham
'Subject: settelement request for an equistar \" buyback \" ticket with ena as\r\nshipper\r\nit \' s been created - sitara # 343421\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 07 / 25 / 2000\r\n10 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert e lloyd 07 / 25 / 2000 10 : 47 am\r\nto : lee l papayoti / hou / ect @ ect\r\ncc :\r\nsubject : settelement request for an equistar \" buyback \" ticket with ena as\r\nshipper\r\nfyi\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 25 / 2000\r\n10 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert e lloyd 07 / 25 / 2000 10 : 29 am\r\nto : lucy ortiz / hou / ect @ ect , craig breslau / hou / ect @ ect\r\ncc : anita luong / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j\r\nfarmer / hou / ect @ ect , pat clynes / corp / enron @ enron\r\nsubject : settelement request for an equistar \" buyback \" ticket with ena as\r\nshipper\r\ni spoke to anita this morning and she suggested i forward you this request\r\nto set up a sitara ticket for an \" ena \" deal\r\nticket to handle the buyback on meters 981373 & 981384 that pretain to\r\nequistar for june and july 2000 .\r\nequistar invoice can not be drafted without this deal ticket .\r\nthis is an urgent request for settlement to finalize equistar invoice for\r\njune 2000 activity .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 25 / 2000\r\n10 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert e lloyd 07 / 14 / 2000 10 : 27 am\r\nto : craig breslau / hou / ect @ ect\r\ncc : anita luong / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j\r\nfarmer / hou / ect @ ect , howard b camp / hou / ect @ ect\r\nsubject : settelement request for an equistar \" buyback \" ticket with ena as\r\nshipper\r\nlee ask me to forward this note - mail to you . settlement is trying to close\r\ntoday thus , it is urgent that i get this resolved asap .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 14 / 2000\r\n10 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert e lloyd 07 / 14 / 2000 09 : 29 am\r\nto : lee l papayoti / hou / ect @ ect\r\ncc : anita luong / hou / ect @ ect , daren j farmer / hou / ect @ ect\r\nsubject : settelement request for an equistar \" buyback \" ticket with ena as\r\nshipper\r\ndaren wanted me to make this request to you for an equistar buyback ticket\r\non enron north america { ena } .\r\nequistar has nominated activity on ena for june and july 2000 production .\r\nsettlement seems to think a buyback ticket is necessary to properly account\r\nfor equistar \' s monthly activity .',ham
'Subject: august wellhead production estimate\r\ndaren ,\r\nhere it is . i thought vance had already given this to you .\r\nbob\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 07 / 25 / 2000 01 : 25\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nvance l taylor\r\n07 / 24 / 2000 09 : 43 am\r\nto : robert cotten / hou / ect @ ect\r\ncc : melissa graves / hou / ect @ ect\r\nsubject : august wellhead production estimate\r\nbob ,\r\nplease see the attached file estimating wellhead production for the month of\r\naugust . please be advised that this is a preliminary estimate as to this\r\ndate , we have received only a few noms for august . i will update you with\r\nany revisions as they occur .\r\nthanks ,\r\nvlt\r\nx 3 - 6353',ham
'Subject: august 2000 estimated availabilities\r\ni was on vacation last week and victor sent this out , but apparently not to\r\neveryone\r\nwho needed it . some of you have called looking for the numbers , so i \' m\r\nsending it again .\r\nplease e - mail me and let me know if you do not need this information .\r\nsteve at devon told\r\nme this morning that he is working on revisions this afternoon .\r\nthanks ,\r\nbeverly\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 07 / 26 / 2000 02 : 01\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron capital & trade resources corp .\r\nfrom : victor lamadrid 07 / 21 / 2000 07 : 53 am\r\nto : carlos j rodriguez / hou / ect @ ect , george smith / hou / ect @ ect , randall l\r\ngay / hou / ect @ ect , pat clynes / corp / enron @ enron , patti sullivan / hou / ect @ ect\r\ncc : cindy vachuska / hou / ect @ ect , clarissa garcia / hou / ect @ ect , meredith\r\nmitchell / hou / ect @ ect , cynthia franklin / corp / enron @ enron , molly\r\nsumrow / hou / ect @ ect , victoria versen / hou / ect @ ect , alvin\r\nthompson / corp / enron @ enron , angie zeman / corp / enron @ enron , jesse\r\nvillarreal / hou / ect @ ect , joann collins / corp / enron @ enron , robert\r\nallwein / hou / ect @ ect , christina sanchez / corp / enron @ enron , joe a\r\ncasas / hou / ect @ ect , edward terry / hou / ect @ ect , tricia bowen / hou / ect @ ect ,\r\nbeverly beaty / hou / ect @ ect , steve gillespie / corp / enron @ enron , scott\r\nloving / na / enron @ enron , sabra l dinari / hou / ect @ ect\r\nsubject : august 2000 estimated availabilities\r\ndevon estimates for august . please forward to your people .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by victor lamadrid / hou / ect on 07 / 21 / 2000\r\n07 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" steve holmes \" on 07 / 20 / 2000 04 : 58 : 46 pm\r\nto : ,\r\ncc :\r\nsubject : august 2000 estimated availabilities\r\nbeverly ,\r\nthe attached shows devon \' s estimated availabilities for the month of august\r\n2000 . i will provide updates as they are received .\r\nsteve\r\n- enronavailso 800 . xls',ham
'Subject: eastrans - lst of month nomination - eff 8 / 1 / 2000\r\nthis si to nominate 32 , 800 mmbtu into eastrans eff . 8 / 1 / 2000 .\r\nredeliveries will be :\r\n7 , 800 from fuels cotton valley\r\n25 , 000 into pg & e\r\ndetm will sell 2 , 880 mmbtu / d',ham
'Subject: 6 / 00 production for lower colorado river authority , sitara # 283939\r\ndaren ,\r\nmary gregg from lcra said that sitara # 283939 should have been for\r\n$ 4 . 50 / mmbtu . currently in deal manager - sitara , it is at $ 2 . 50 and that is\r\nthe price that i billed them at . please verify the price and let me know\r\nwhat you find out .\r\nif you have any question , please , call me .\r\nthank you in advance for your help .\r\nnicole\r\n3 - 9544',ham
'Subject: enron / hpl actuals for july 26 , 2000\r\nteco tap 30 . 000 / enron ; 90 . 000 / iferc\r\nls hpl lsk ic 30 . 000 / enron',ham
'Subject: hpl nom for july 29 , 2000\r\n( see attached file : hplo 729 . xls )\r\n- hplo 729 . xls',ham
'Subject: re : new production - sitara deals needed\r\nvance ,\r\ndeal # 348616 has been created and entered in sitara for samson lone star\r\nlimited . meter # 9847 is not yet available in sitara and i am awaiting\r\nadditional information from you on hesco . thanks .\r\nbob\r\nvance l taylor\r\n07 / 28 / 2000 01 : 24 pm\r\nto : robert cotten / hou / ect @ ect\r\ncc : lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect , heidi\r\nwithers / hou / ect @ ect , hillary mack / corp / enron @ enron , susan smith / hou / ect @ ect ,\r\ndonald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect\r\nsubject : new production - sitara deals needed\r\nbob ,\r\nthe following production is now on - line and a ticket should be created and\r\nentered into sitara based on the following :\r\ncounterparty meter volumes price period\r\nhesco gathering oil co 9835 600 mmbtu / d 96 \% gas daily less $ 0 . 14\r\n6 / 10 - 7 / 31\r\nsamson lone star limited 9845 3000 mmbtu / d 100 \% gas daily less $ 0 . 10 7 / 21 -\r\n7 / 31\r\nwinn exploration co . , inc . 9847 800 mmbtu / d 100 \% gas daily less $ 0 . 13 7 / 25\r\n- 7 / 31\r\n( for fuel use less 3 . 35 \% of del vols )\r\nfyi , susan has created and submitted committed reserves firm tickets for the\r\nremaining term of the deal beginning with the month of august . additionally ,\r\nthese are producer svcs . deals and should be tracked in the im wellhead\r\nportfolio . . . attached to the gathering contract .\r\nthanks ,\r\nvlt\r\nx 3 - 6353',ham
'Subject: fyi - lubrizol - april lst changeover to tejas\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 07 / 31 / 2000 04 : 11\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : lee l papayoti on 03 / 22 / 2000 10 : 06 am\r\nto : gary a hanks / hou / ect @ ect , james mckay / hou / ect @ ect\r\ncc :\r\nsubject : fyi - lubrizol - april lst changeover to tejas\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 03 / 22 / 2000\r\n10 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" montello , ray \" on 03 / 22 / 2000 08 : 52 : 15 am\r\nto : lee l papayoti / hou / ect @ ect\r\ncc : \" massingill , david \"\r\nsubject : april lst ng cut over\r\nlee ,\r\non saturday , april lst , lubrizol will cut over natural gas supply from enron\r\nto coral at lubrizol \' s bayport plant .\r\nin order to accomplish cut over activities , we will need a technical\r\nrepresentative ( s ) from enron at lubrizol \' s bayport plant to participate in\r\nthe activities and to insure enron \' s interests and assets are protected .\r\nwould you please make arrangements to have an enron technical\r\nrepresentative ( s ) report at 12 : 00 noon , april lst , to the main guard house\r\nat lubrizol \' s bayport plant and ask for lubrizol \' s david massigill . david\r\nis coordinating all the cut over operations .\r\nif you have any questions about this , please contact me ( at the numbers\r\nindicated below ) or david massigill at ( 281 ) 479 - 2851 , ext 2511 .\r\nthanks and best regards .\r\nray\r\nray montello\r\nsr . purchasing agent - lz deer park\r\nthe lubrizol corporation\r\nj : int phone & vm - ext 2225\r\nj : ext direct dial 281 - 884 - 5225\r\nk : : fax : : 281 - 884 - 5244 ( int : 5244 )\r\n* : rjmo @ lubrizol . com',ham
'Subject: baytown 12 \' \' pigging affected meters\r\nthe meters listed in the attached email will be shut - in in order to pig the\r\nbaytown 12 \" . the meters will be shut - in early on the morning of august 15 ,\r\nand remain shut - in for approximately five to ten days .\r\nif you have any questions please call me 36449 .\r\nthanks\r\ngary hanks\r\nmgr gas control\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 01 / 2000 10 : 44\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nmike vollmering @ enron\r\n08 / 01 / 2000 08 : 59 am\r\nto : gary a hanks / hou / ect @ ect , jill t zivley / hou / ect @ ect\r\ncc : james mckay / hou / ect @ ect , pat flavin / gco / enron @ enron , liberty team\r\nhpl / gco / enron @ enron\r\nsubject : baytown 12 \' \'\r\nthe columbus energy wiggins # 1 ( 989634 ) will be effected by the pigging\r\nproject . the tap valve is installed in the mlv bypass and the bypass will be\r\nremoved to blow down the line .\r\nhere is a list of all the producers that will be effected .\r\ncolumbus energy - - - - - - - - wiggins # 1 ( 989634 ) and fig orchard ( 986764 )\r\nsanchez o mike',ham
'Subject: revision # 1 - enron actuals for july 31 , 2000\r\nteco tap 115 . 000 / hpl gas daily ;\r\nls hpl lsk ic 27 . 500 / enron ; 2 . 500 / hpl gas daily',ham
'Subject: re : meter # 0986563 -\r\ndaren ,\r\nthis deal began in may , 2000 . i don \' t have a deal to book to from 12 / 99 -\r\n04 / 00 . could you please retro the deal , or please tell me whom i need to\r\nspeak to to clear this matter up ? thank you for your time and patience\r\nthe rookie\r\next . 35251\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 08 / 02 / 2000 09 : 09\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert cotten @ ect 08 / 01 / 2000 02 : 52 pm\r\nto : mary poorman / na / enron @ enron\r\ncc :\r\nsubject : re : meter # 0986563 -\r\nmary ,\r\nbjd - ess corp is selling this gas to hplc . the deal ticket # is 258345 . this\r\nis a gathering contract that is attached to the wellhead portfolio . let me\r\nknow if you need any other information .\r\nbob\r\nmary poorman @ enron\r\n08 / 01 / 2000 02 : 17 pm\r\nto : robert cotten / hou / ect @ ect\r\ncc :\r\nsubject : re : meter # 0986563 -\r\nbob ,\r\ncould you help me find out who owns the gas at this meter . . . . . .\r\nthank you\r\nmary\r\next . 35251\r\nmary poorman\r\n08 / 01 / 2000 01 : 04 pm\r\nto : pat clynes / corp / enron @ enron\r\ncc :\r\nsubject : meter # 0986563 -\r\npat ,\r\nthis is the texaco fee cp , it flowed a total of 1 , 517 from dec 99 to apr 2\r\n2000 . there is a strangers agmt . set up to take allocations , however , this\r\nmust be a wellhead related pt . that has declined . how do i go about finding\r\nout who this belongs to ? i thought about ringing texaco , but , wanted to\r\ncheck before i made any calls .\r\nmary\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 08 / 01 / 2000 01 : 01\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nanita luong @ ect\r\n08 / 01 / 2000 10 : 29 am\r\nto : stephanie gomes / hou / ect @ ect , mary poorman / na / enron @ enron\r\ncc :\r\nsubject : meter # 0986563 -\r\nstephanie , you are correct . there \' s no deal set up for this meter from 12 / 99\r\nthru 4 / 2000 .\r\nmary , please take a look at the meter for the months in question and let\r\nstephanie or myself know whose gas this belongs to .\r\nlet me know if you have any questions .\r\nthanks\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by anita luong / hou / ect on 08 / 01 / 2000 10 : 24\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : stephanie gomes 08 / 01 / 2000 09 : 39 am\r\nto : anita luong / hou / ect @ ect\r\ncc :\r\nsubject : meter # 0986563 -\r\nanita ,\r\nif you are no longer handling this meter , please pass this email on to the\r\ncorrect person .\r\nfor meter # 6563 , i have meter statements showing that volume did flow for\r\n12 / 99 - 4 / 00 production on this meter . i am not seeing this volume in volume\r\nmanagement for these production months . for 5 / 00 and 6 / 00 production , the\r\nvolumes are there . is the reason because a deal number needs to be set up ?\r\nplease let me know .\r\nthanks , stephanie ( 3 - 6004 )',ham
'Subject: more changes to eastrans nomination changes effective 8 / 4 / 00\r\nplease disregard the memo below and the following will apply for 8 / 4 / 00 :\r\ndeliveries to eastrans will be 7 , 800 mmbtu / dy\r\nredeliveries into hpl from fuels cotton valley\r\nfor 8 / 5 , 8 / 6 , & 8 / 7 ( saturday , sunday & monday ) deliveries to eastrans will be\r\n7 , 800 mmbtu / dy ( 23 , 400 mmbtu for 3 days ) . the deliveries of this gas will\r\noccur\r\nin a batch on monday , 8 / 7 .\r\nredeliveries into hpl from fuels cotton valley\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on\r\n08 / 03 / 2000 11 : 21 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nmarta k henderson\r\n08 / 03 / 2000 08 : 58 am\r\nto : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,\r\nchad\r\nw . cass / gcs / cec / pec @ pec , michael r . cherry / easttexas / pefs / pec @ pec , bruce\r\nmcmills / ftworth / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec , donna\r\nc . spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec , dora j .\r\nlevy / gcs / cec / pec @ pec , briley @ enron . com , dfarmer @ enron . com ,\r\ncarlos . j . rodriguez @ enron . com , sharon beemer / ftworth / pefs / pec @ pec , connie\r\nwester / easttexas / pefs / pec @ pec\r\ncc :\r\nsubject : eastrans nomination changes effective 8 / 4 / 00\r\nplease increase deliveries to eastrans to 30 , 000 mmbtu / dy effective 8 / 4 / 00\r\nthe redeliveries will be :\r\n7 , 800 from fuels cotton valley\r\n22 , 200 to pg & e',ham
'Subject: hpl nom for august 4 , 2000\r\n( see attached file : hplo 804 . xls )\r\n- hplo 804 . xls',ham
'Subject: enron / hpl actuals for august 3 , 2000\r\nteco tap 20 . 000 / enron ; 91 . 667 / hpl iferc\r\nls hpl lsk ic 20 . 000 / enron',ham
'Subject: eastrans nomination change effective 8 / 8 / 00\r\nplease decrease deliveries to eastrans to 0 mmbtu / dy for 8 / 8 / 00\r\nthe redeliveries will be 0 as well .\r\nthe over - delivery quantity for the fuels cotton valley gas will be valued per\r\nparagraph 3 of the contract price section in the transaction agreement .',ham
